"","Hectare","Shift","Date","Anonymized.Sighter","Sighter.Observed.Weather.Data","Litter","Litter.Notes","Other.Animal.Sightings","Hectare.Conditions","Hectare.Conditions.Notes","Number.of.sighters","Number.of.Squirrels","Total.Time.of.Sighting","temperature_fahrenheit","temperature_celsius","sunny","rainy","cloudy","windy","drizzly","foggy","humid"
"288","19H","AM",10102018,255,"70º F, Humid and cloudy","None","","Humans, Dogs","Moderate","",1,5,20,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"289","19I","PM",10172018,151,"63º F, Breezy, Sunny","None","","Humans, Pigeons","Busy","",1,0,20,63,17.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"290","19I","AM",10172018,166,"51º F, sunny, windy","None","","Humans, Dogs","Busy","",1,0,20,51,10.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"291","20A","PM",10172018,138,"63º F, sunny then cloudy, wind gusts, a few raindrops","Some","","Humans, Dogs, Small birds","Calm","",1,1,23,63,17.2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"292","20A","AM",10102018,166,"73º F, Cloudy and humid","Some","","Humans, Dogs, Pigeons, Birds","Calm","",1,2,20,73,22.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"293","20B","PM",10132018,13,"Low 50s, cold","Some","1 piece of plastic","Humans, Dogs, Pigeons, Robins, Blackbirds, Sparrows","Busy","",1,10,22,50,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"294","20B","AM",10072018,82,"70º F, Drizzly. Overcast.","None","","Humans, Robin, Seagulls - lots flying high.","Calm","",1,3,20,70,21.1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"295","20C","AM",10182018,94,"Sunny, Blue Sky","None","","Humans, Dogs, Small birds","Busy","",1,0,23,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"296","20C","PM",10182018,178,"76º F, Sunny","None","","Humans, Dogs","Busy","",1,9,25,76,24.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"297","20D","PM",10142018,45,"57º F, overcast","None","","Humans, Dogs","Busy","Great lawn, (2/3 of this hectare fenced off for the season)",1,1,20,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"298","20D","AM",10072018,82,"70º F","None","","Humans, Dogs, Pigeons, Seagulls (3), Butterfly","Busy","",1,2,25,70,21.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"299","20E","AM",10142018,132,"49º F, sunny","None","","Humans, Dogs, Jays","Busy","Lots of dogs off leash",1,2,20,49,9.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"300","20F","PM",10072018,132,"78º F, Humid. Sunny. Filtered by trees","None","","Humans, Dogs, Sparrows, Robins","Moderate","",1,14,20,78,25.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"301","20F","AM",10142018,230,"49º F, calm & crisp","Some","","Humans, Dogs, Small birds","Busy","",1,3,23,49,9.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"302","20G","AM",10182018,17,"43º F, Partly Sunny, Breezy","Some","","Humans, Hawks, Dogs","Busy","",1,3,30,43,6.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"303","20G","PM",10132018,78,"54º F, cloudy","None","","Humans, Dogs, Pigeons, Robins","Busy","",1,3,20,54,12.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"304","20H","PM",10132018,203,"49º F, partly cloudy","","","Humans, Dogs","Calm","",1,0,23,49,9.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"305","20H","AM",10142018,240,"55º F, partly sunny","None","","","Busy","Construction site: no access until 2022",1,0,22,55,12.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"306","20I","PM",10182018,70,"40º F, Sunny, Windy","None","","Humans, Dogs, Pigeons","Busy","",1,0,19,40,4.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"307","20I","AM",10172018,166,"51º F, sunny, windy","None","","Humans, Dogs","Busy","",1,0,20,51,10.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"308","21B","PM",10172018,194,"77º F, with some breeze","Some","","Humans, Pigeons, Birds","Busy","Kids playing soccer",1,5,20,77,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"309","21C","AM",10142018,216,"54º F, partly cloudy","Some","","Humans, Dogs","Busy","",1,5,23,54,12.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"310","21D","PM",10082018,266,"68º F, misty","Some","","Humans, Dogs, Chimney swifts, Blue jay","Busy","",1,6,20,68,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"311","21E","PM",10122018,16,"61º F, sunny","None","","Bird","Calm","Empty, Roped Off",1,2,22,61,16.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"312","21E","AM",10172018,255,"low 50s, cool & sunny","None","","Humans, Dogs, Pigeons","Calm","",1,3,20,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"313","21F","PM",10182018,76,"50º F, Light wind, Clear","Some","","Humans, Dogs","Busy","",1,3,25,50,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"314","21F","AM",10182018,166,"44º F, Sunny, Windy","None","","Humans, Dogs, Robins","Busy","",1,8,20,44,6.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"315","21G","PM",10072018,87,"79º F, Some clouds","None","","Humans, Dogs","Busy","",1,4,25,79,26.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"316","21G","AM",10142018,240,"55º F, partly sunny","Some","","Humans, Dogs, Sparrows","Busy","",1,7,25,55,12.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"317","21H","AM",10172018,37,"50º F, Sunny","Some","","Humans, Dogs","Busy","",1,2,20,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"318","21H","PM",10182018,267,"52º F, Clear, Windy","Some","","Humans, Woodpecker","Calm","",1,4,15,52,11.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"319","21I","AM",10182018,37,"44º F, Sunny","Abundant","","Humans, Dogs, Pigeons","Calm, Busy","Busy near street, near empty on the playground.",1,0,20,44,6.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"320","21I","PM",10132018,205,"55º F, partly cloudy (sundown)","Some","","Humans, Dogs, Sparrows, Migratory birds (a distant V of 30-40 going south)","Busy","",1,0,20,55,12.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"321","22A","PM",10172018,194,"75º F, with some breeze","None","","Humans, Dogs","Busy","A lot of traffic noise",1,3,25,75,23.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"322","22B","AM",10132018,2,"~58º F, wet, drizzle","Some","","Humans, Dogs","Calm","",1,5,30,58,14.4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"323","22B","PM",10142018,75,"50º F, Cloudy","Some","","Humans, Dogs, Woodpecker, Blue jay, Robins","Busy","",1,7,20,50,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"324","22C","AM",10132018,209,"50º F, rain","None","","Humans, Dogs","Calm","",1,3,17,50,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"325","22D","PM",10122018,16,"61º F, sunny","None","","Humans, Pigeons, Sparrows","Calm, Busy","",1,7,26,61,16.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"326","22D","AM",10082018,184,"67º F, misty, cloudy, humid","None","","Humans, Dogs","Calm","",1,0,35,67,19.4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"327","22E","PM",10142018,75,"50º F","None","","","Calm","",1,2,20,50,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"328","22E","AM",10182018,224,"40s, Cold, Sunny, Windy","None","","Humans, Dogs, Birds","Calm","",1,0,20,40,4.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"329","22F","PM",10142018,201,"58º F, cool","","","Humans","Busy","",1,8,20,58,14.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"330","22G","AM",10182018,76,"40º F, Windy, Clear","None","","Humans, Dogs","Medium","",1,5,24,40,4.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"331","22G","PM",10182018,215,"53º F, Sunny","Some","","Humans, Dogs, Birds","Busy","",1,3,25,53,11.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"332","22H","AM",10182018,37,"44º F, Sunny, Windy","","","Humans, Dogs, Pigeons","Busy","",1,0,20,44,6.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"333","22H","PM",10072018,132,"78º F, More overcast","Some","","Humans, Dogs, Rats, Sparrows","Busy","",1,4,20,78,25.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"334","22I","PM",10132018,78,"55º F, partly cloudy","Some","","Humans, Dogs, Pigeons, Birds (galore: House sparrows, House finch, Blue jay, etc.)","Busy","",1,0,20,55,12.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"335","23A","AM",10182018,94,"Sunny","None","","Humans, Dogs","Calm","",1,5,25,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"336","23B","PM",10122018,29,"60º F, Breezy","None","","Humans, Dogs, Robins, Jays","Busy","",1,7,26,60,15.6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"337","23B","AM",10192018,57,"48º F, Chilly, Mild","None","","Humans, Dogs, Falcons","Moderate","",1,0,24,48,8.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"338","23C","PM",10142018,45,"57º F, overcast","Some","","Humans, Dogs, Horse (saw droppings)","Busy","Lots of foot and bike traffic on paths",1,4,21,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"339","23C","AM",10192018,57,"48º F, Chilly, Mild","None","","Humans, Dogs, Falcons","Busy","Noisy",1,1,23,48,8.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"340","23D","AM",10132018,2,"~56º F, drizzle","None","","Humans, Dogs, Ducks","Busy","",1,1,25,56,13.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"341","23E","AM",10142018,216,"54º F, partly cloudy","Some","","Humans, Dogs, Birds","Busy","",1,0,27,54,12.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"342","23E","PM",10062018,265,"drizzling, cloudy","Some","","Humans, Dogs, Pigeons, Small birds","Calm","",1,1,35,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"343","23F","AM",10182018,166,"44º F, Sunny, Windy","None","","Humans, Dogs, Sparrows, Crows, Cardinal","Busy","",1,1,20,44,6.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"344","23F","PM",10132018,205,"55º F, partly cloudy (with sun)","Some","","Humans, Dogs, Blue Jay, Rat, Bee, Sparrow","Moderate","Busy near gate house, quiet on and south of Transverse, reservoir path medium",1,4,NA,55,12.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"345","23G","AM",10182018,239,"44º F, Sunny, Clear Sky, Windy (Gusts(","Some","","Humans, Few and calls of larger birds, but not visible","Busy","",1,0,25,44,6.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"346","23H","PM",10192018,45,"60º F, Partly Cloudy","Some","","Humans, Dogs","Calm, Busy","Busy on Running Path",1,1,17,60,15.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"347","23H","AM",10142018,240,"55º F, partly sunny","Some","","Humans, Dogs, Runners","Busy","",1,0,17,55,12.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"348","23I","AM",10192018,23,"46º F, Sunny, no clouds","None","","Humans, Dogs, Small birds","Busy","",1,1,45,46,7.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"349","23I","PM",10192018,45,"60º F, Partly Cloudy","None","","Humans, Dogs, Ducks","Busy","Busy",1,3,25,60,15.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"350","24A","AM",10142018,170,"50º F, Sunny, Clear","None","","Humans, Dogs","Busy","5k",1,2,25,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"351","24B","PM",10102018,65,"70s, sunny, humid","Some","","Humans, Dogs, Birds","Busy","",1,0,20,70,21.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"352","24B","AM",10132018,243,"50º F, rain, very cloudy","None","","Humans, Dogs, Birds","Busy","",1,1,30,50,10,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"353","24C","AM",10102018,104,"73º F, Vaguely sunny","None","","Pigeons, Other birds","Busy","",1,0,35,73,22.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"354","24C","PM",10172018,115,"62º F, sunny, windy","","","","","",1,0,25,62,16.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"355","24I","AM",10192018,250,"45º F, Sunny, Windy","Some","","Humans, Dogs","Busy","",1,1,30,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"356","25A","AM",10132018,243,"50º F, drizzle, light rain, overcast","None","","Humans, Dogs, Other Birds","Busy","Busy (road)",1,5,40,50,10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"357","25B","AM",10142018,28,"Partly cloudy","","","Humans, Dogs, Warblers","","",1,0,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"358","25B","PM",10072018,41,"80º F, Sunny. Humid.","None","","Humans","Busy","",1,2,20,80,26.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"359","25I","PM",10072018,155,"Humid","Some","","","Busy","",1,8,45,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"360","25I","AM",10122018,204,"60º F, windy","None","","Humans, Dogs, Pigeons, Song birds","Calm","",1,3,35,60,15.6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"361","26A","AM",10142018,248,"51º F, Mostly Cloudy, Light Breeze","None","","Humans, Dogs","Busy","",1,2,20,51,10.6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"362","26B","AM",10102018,104,"70º F Humid and cloudy","None","","Humans, Dogs, Pigeons","Busy","",1,1,30,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"363","26B","PM",10172018,250,"62º F, sunny, windy","Some","","Humans, Dogs, Pigeons, Ducks","Busy","",1,0,20,62,16.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"364","26I","PM",10102018,211,"79º F, Part sunny","Some","","Humans, Dogs","Busy","",1,6,20,79,26.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"365","26I","AM",10102018,224,"73º F, Partly cloudy, muggy, occasional cool breeze","Some","","Humans, Dogs, Seagull","Busy","",1,2,26,73,22.8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"366","27A","AM",10082018,97,"65º F, overcast, cloudy, light drizzle","Some","","Humans, Dogs, Chickadees","Calm","",1,2,25,65,18.3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"367","27A","PM",10062018,265,"drizzling cloudy","None","","Humans, Pigeons","Busy","",1,1,32,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"368","27B","AM",10142018,170,"49º F, Sunny, Clear","Some","","Humans, Dogs, Birds","Busy","5k race",1,0,23,49,9.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"369","27C","AM",10142018,248,"53º F, mostly sunny, calm","None","","Humans, Turtle (in water)","Busy","",1,0,5,53,11.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"370","27C","PM",10122018,250,"61º F, sunny, windy","None","","Humans","Busy","",1,0,20,61,16.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"371","27I","AM",10072018,102,"Cool","None","","Butterfly","Busy","Heavy human congestion",1,4,42,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"372","28A","PM",10072018,40,"80º F, Overcast. Humid.","Abundant","","Humans, Dogs, Birds","Busy","",1,5,20,80,26.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"373","28A","AM",10142018,124,"50º F, Sunny & Cloudy","Some","","","Calm","",1,1,25,50,10,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"374","28B","AM",10072018,122,"71º F, Overcast. Breezy","Some","","Humans, Dogs, Pigeons","Busy","",1,1,25,71,21.7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"375","28B","PM",10102018,161,"79º F, Humid, sunny","Some","","Humans, Dogs, Pigeons","Busy","",1,2,30,79,26.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"376","28C","AM",10142018,242,"50ish, sunny, calm","None","","Humans, Dogs, Song birds","Busy","",1,2,22,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"377","28C","PM",10062018,257,"","","","","","",1,2,20,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"378","28D","PM",10192018,219,"59º F, P/Cloudy, Light Wind","Some","","Humans, Dogs, Pigeons, Sparrows, Robins, Grackles","Busy","",1,2,20,59,15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"379","28D","AM",10122018,250,"59º F, windy","None","","Humans, Dogs, Robins, Blue jay","Busy","",1,6,21,59,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"380","28I","PM",10072018,170,"78º F","None","","Humans, Dogs, Birds","Busy","",1,1,26,78,25.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"381","28I","AM",10132018,230,"50º F, overcast, wet, light rain","","","Humans, Dogs","Busy","",1,1,24,50,10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"382","29A","PM",10192018,242,"59º F, Sunny","Some","","Humans, Dogs, Birds","Busy","",1,3,20,59,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"383","29A","AM",10132018,248,"50º F, light rain, calm","Some","","Humans, Dogs","Busy","",1,1,25,50,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"384","29B","PM",10102018,65,"70s, Sunny, humid","None","","Humans, Dogs, Birds","Busy","",1,5,25,70,21.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"385","29B","AM",10072018,170,"70º F, Overcast. Moist.","Some","","Humans, Dogs, Robins","Busy","",1,2,20,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"386","29C","PM",10062018,9,"Cool, cloudy & light drizzle","None","","Humans, Dogs, Song birds","Busy","",1,2,23,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"387","29C","AM",10072018,122,"70º F","Some","","Humans, Dogs, Pigeons","Calm","",1,6,20,70,21.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"388","29D","AM",10142018,28,"","","","","","",1,6,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"389","29D","PM",10102018,250,"77º F, Sunny","None","","Humans, Dogs","Busy","",1,2,20,77,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"390","29E","AM",10172018,19,"51º F, clear & sunny","Some","","Humans, Unknown birds","Busy","",1,0,22,51,10.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"391","29E","PM",10062018,155,"Misty, Rain, Cool","None","","Humans, Dogs","Moderate","Tennis courts and joggers",1,0,20,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"392","29H","PM",10062018,56,"65º F, Foggy","Some","","Humans, Ducks","Calm","",1,2,22,65,18.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"393","29H","AM",10132018,230,"50º F, drizzle, overcast","Some","","Humans (runners), Dogs (1 off-leash), Seagulls?","Calm","",1,0,20,50,10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"394","29I","PM",10072018,200,"80º F, Overcast","Some","","Humans, Dogs, Pigeons, Cats","Busy","",1,1,26,80,26.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"395","29I","AM",10192018,250,"45º F, Sunny, Windy","Some","","Humans, Dogs, Hummingbird??","Busy","",1,0,20,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"396","30A","AM",10102018,18,"22º C, Cloudy and bright","None","","Humans, Dogs, Pigeons, Midges","Busy","",1,1,25,22,-5.6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"397","30A","PM",10202018,250,"62º F, Sunny","Some","","Humans, Dogs","Busy","",1,4,20,62,16.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"398","30B","PM",10192018,19,"59º F","Some","","Humans, Dogs, Birds (Other)","Busy","",1,9,22,59,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"399","30B","AM",10072018,170,"70º F, Overcast. Moist.","Some","","Humans, Dogs, Assorted Birds","Busy","",1,12,20,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"400","30C","PM",10082018,122,"65º F, misting","Abundant","","Humans, Dogs","Busy","",1,1,20,65,18.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"401","30C","AM",10142018,124,"50º F, Cloudy","None","","Humans, Dogs","Busy","",1,2,21,50,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"402","30D","PM",10072018,40,"80º F, Sunny. Humid.","None","","Humans, Dogs, Lots of Birds","Busy","",1,0,20,80,26.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"403","30D","AM",10172018,60,"51º F, sunny","None","","Humans, Dogs","Busy","",1,2,30,51,10.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"404","30E","AM",10082018,97,"66º F, drizzle, overcast","None","","Humans, Dogs, Pigeons","Busy","",1,3,28,66,18.9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"405","30E","PM",10082018,122,"65º F, misting","Some","","Humans, Dogs, Pigeons","Busy","",1,1,23,65,18.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"406","30F","PM",10072018,200,"80º F, Overcast","None","","Humans, Dogs, Pigeons","","",1,1,20,80,26.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"407","30F","AM",10192018,242,"30º F","None","","Humans, Dogs","Busy","",1,0,20,30,-1.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"408","30G","AM",10132018,170,"50º F, cold, drizzly, overcast","None","","Humans, Blue jay","Busy","",1,0,20,50,10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"409","30G","PM",10102018,211,"76º F, Sunny, breezy","None","","Humans, Dogs","Busy","",1,0,20,76,24.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"410","30H","AM",10072018,102,"Muggy, but cool. Sprinkling.","None","","","Busy","",1,3,20,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"411","30I","AM",10132018,17,"49º F, rain showers, calm","","","","","",1,0,35,49,9.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"412","31A","AM",10102018,18,"25º C, Sunny with clouds","Some","","Humans, Dogs, Blackbird and other birds","Calm","",1,5,25,25,-3.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"413","31A","PM",10172018,250,"62º F, sunny, windy","Some","","Humans, Dogs, Pigeons, Sparrows","Busy","",1,4,20,62,16.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"414","31B","PM",10072018,41,"80º F, Overcast. Humid.","Some","","","Busy","",1,4,20,80,26.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"415","31B","AM",10172018,60,"51º F, sunny, windy","None","","Humans, Dogs","Busy","",1,3,30,51,10.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"416","31C","AM",10172018,19,"49º F, clear & sunny","Some","","Humans, Dogs, Falcons, unknown bird","Calm","",1,1,24,49,9.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"417","31C","PM",10102018,250,"79º F, Sunny","Some","","Humans, Dogs, Robins","Calm","",1,3,20,79,26.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"418","31D","PM",10062018,126,"65º F, dew point 62º F,  misty, light wind","Some","","Humans, Dogs","Calm","",1,4,22,65,18.3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"419","31D","AM",10142018,243,"50º F, Calm, Fair Sky - Sunny","Some","","Humans, Dogs","Busy","",1,7,30,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"420","31E","AM",10142018,67,"49º F, Partly Cloudy, Chilly","Some","","Humans, Hawks, Dogs","Calm","",1,1,25,49,9.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"421","31E","PM",10062018,126,"65º F, 62º F, dewpoint, light wind, misty","Some","","Humans, Dogs","Calm","",1,9,20,65,18.3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"422","31F","PM",10072018,155,"Humid","Some","","Humans, Dogs, Pigeons","Calm","",1,5,25,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"423","31F","AM",10132018,170,"50º F, cold, drizzly, overcast, calm","None","","Humans, Dogs, Birds","Calm","",1,1,25,50,10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"424","31G","PM",10072018,170,"78º F, Overcast","None","","Humans, Dogs, Birds","Calm","",1,1,26,78,25.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"425","31G","AM",10192018,242,"46º F,  Windy, Shady","Abundant","","Humans, Dogs","Busy","",1,0,20,46,7.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"426","31H","AM",10132018,17,"50º F, cloudy, calm","None","","Humans, Dogs, Sparrows, Jays","Busy","",1,0,20,50,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"427","31H","PM",10082018,217,"drizzling","None","","Humans","Busy","",1,5,25,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"428","31I","AM",10122018,204,"60º F, windy, cloudy","None","","Humans, Dogs, Pigeons","Busy","",1,0,20,60,15.6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"429","31I","PM",10192018,219,"58º F, P Cloudy","Some","","Humans, Dogs","Busy","",1,4,20,58,14.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
